NodeID,X,Y,Z
297,10.526315789473681,17.0,-26.5
298,15.789473684210524,17.0,-26.5
299,21.052631578947363,17.0,-26.5
300,26.315789473684212,17.0,-26.5
301,31.578947368421073,17.0,-26.5
302,36.842105263157926,17.0,-26.5
303,42.10526315789478,17.0,-26.5
304,47.36842105263162,17.0,-26.5
305,52.63157894736844,17.0,-26.5
306,57.89473684210527,17.0,-26.5
307,63.157894736842096,17.0,-26.5
308,68.42105263157892,17.0,-26.5
309,73.68421052631574,17.0,-26.5
310,78.94736842105256,17.0,-26.5
311,84.21052631578938,17.0,-26.5
312,89.47368421052622,17.0,-26.5
313,94.73684210526312,17.0,-26.5
314,100.0,13.250000000000007,-22.750000000000007
315,5.263157894736841,46.0,-26.5
316,10.526315789473681,46.0,-26.5
317,15.789473684210524,46.0,-26.5
318,21.052631578947363,46.0,-26.5
319,26.315789473684212,46.0,-26.5
320,31.578947368421073,46.0,-26.5
321,36.842105263157926,46.0,-26.5
322,42.10526315789478,46.0,-26.5
323,47.36842105263162,46.0,-26.5
324,52.63157894736844,46.0,-26.5
325,57.89473684210527,46.0,-26.5
326,63.157894736842096,46.0,-26.5
327,68.42105263157892,46.0,-26.5
328,73.68421052631574,46.0,-26.5
329,78.94736842105256,46.0,-26.5
330,84.21052631578938,46.0,-26.5
331,89.47368421052622,46.0,-26.5
332,94.73684210526312,46.0,-26.5
333,100.0,21.833333333333325,-26.5
334,100.0,26.666666666666643,-26.5
335,100.0,31.499999999999975,-26.5
336,100.0,36.333333333333314,-26.5
337,100.0,41.16666666666666,-26.5
338,5.263157894736841,46.0,-32.5
339,10.526315789473681,46.0,-32.5
340,15.789473684210524,46.0,-32.5
341,21.052631578947363,46.0,-32.5
342,26.315789473684212,46.0,-32.5
343,31.578947368421073,46.0,-32.5
344,36.842105263157926,46.0,-32.5
345,42.10526315789478,46.0,-32.5
346,47.36842105263162,46.0,-32.5
347,52.63157894736844,46.0,-32.5
348,57.89473684210527,46.0,-32.5
349,63.157894736842096,46.0,-32.5
350,68.42105263157892,46.0,-32.5
351,73.68421052631574,46.0,-32.5
352,78.94736842105256,46.0,-32.5
353,84.21052631578938,46.0,-32.5
354,89.47368421052622,46.0,-32.5
355,94.73684210526312,46.0,-32.5
356,100.0,46.0,-29.5
357,100.0,40.75000000000001,-32.5
358,100.0,35.50000000000001,-32.5
359,100.0,30.250000000000007,-32.5
360,100.0,25.000000000000004,-32.5
361,100.0,19.750000000000004,-32.5
362,100.0,14.5,-32.5
363,100.0,9.25,-32.5
364,5.263157894736841,-4.0,-32.5
365,10.526315789473681,-4.0,-32.5
366,15.789473684210524,-4.0,-32.5
367,21.052631578947363,-4.0,-32.5
368,26.315789473684212,-4.0,-32.5
369,31.578947368421073,-4.0,-32.5
370,36.842105263157926,-4.0,-32.5
371,42.10526315789478,-4.0,-32.5
372,47.36842105263162,-4.0,-32.5
373,52.63157894736844,-4.0,-32.5
374,57.89473684210527,-4.0,-32.5
375,63.157894736842096,-4.0,-32.5
376,68.42105263157892,-4.0,-32.5
377,73.68421052631574,-4.0,-32.5
378,78.94736842105256,-4.0,-32.5
379,84.21052631578938,-4.0,-32.5
380,89.47368421052622,-4.0,-32.5
381,94.73684210526312,-4.0,-32.5
382,5.263157894736841,-4.0,32.5
383,10.526315789473681,-4.0,32.5
384,15.789473684210524,-4.0,32.5
385,21.052631578947363,-4.0,32.5
386,26.315789473684212,-4.0,32.5
387,31.578947368421073,-4.0,32.5
388,36.842105263157926,-4.0,32.5
389,42.10526315789478,-4.0,32.5
390,47.36842105263162,-4.0,32.5
391,52.63157894736844,-4.0,32.5
392,57.89473684210527,-4.0,32.5
393,63.157894736842096,-4.0,32.5
394,68.42105263157892,-4.0,32.5
395,73.68421052631574,-4.0,32.5
396,78.94736842105256,-4.0,32.5
397,84.21052631578938,-4.0,32.5
398,89.47368421052622,-4.0,32.5
399,94.73684210526312,-4.0,32.5
400,100.0,-4.0,-27.083333333333336
401,100.0,-4.0,-21.666666666666668
402,100.0,-4.0,-16.25
403,100.0,-4.0,-10.833333333333332
404,100.0,-4.0,-5.416666666666689
405,100.0,-4.0,-4.973799150320701e-14
406,100.0,-4.0,5.416666666666593
407,100.0,-4.0,10.83333333333323
408,100.0,-4.0,16.249999999999922
409,100.0,-4.0,21.666666666666615
410,100.0,-4.0,27.083333333333307
411,5.263157894736841,-46.0,32.5
412,10.526315789473681,-46.0,32.5
413,15.789473684210524,-46.0,32.5
414,21.052631578947363,-46.0,32.5
415,26.315789473684212,-46.0,32.5
416,31.578947368421073,-46.0,32.5
417,36.842105263157926,-46.0,32.5
418,42.10526315789478,-46.0,32.5
419,47.36842105263162,-46.0,32.5
420,52.63157894736844,-46.0,32.5
421,57.89473684210527,-46.0,32.5
422,63.157894736842096,-46.0,32.5
423,68.42105263157892,-46.0,32.5
424,73.68421052631574,-46.0,32.5
425,78.94736842105256,-46.0,32.5
426,84.21052631578938,-46.0,32.5
427,89.47368421052622,-46.0,32.5
428,94.73684210526312,-46.0,32.5
429,100.0,-9.249999999999993,32.5
430,100.0,-14.499999999999993,32.5
431,100.0,-19.749999999999993,32.5
432,100.0,-24.999999999999996,32.5
433,100.0,-30.249999999999996,32.5
434,100.0,-35.5,32.5
435,100.0,-40.75,32.5
436,5.263157894736841,-46.0,26.5
437,10.526315789473681,-46.0,26.5
438,15.789473684210524,-46.0,26.5
439,21.052631578947363,-46.0,26.5
440,26.315789473684212,-46.0,26.5
441,31.578947368421073,-46.0,26.5
442,36.842105263157926,-46.0,26.5
443,42.10526315789478,-46.0,26.5
444,47.36842105263162,-46.0,26.5
445,52.63157894736844,-46.0,26.5
446,57.89473684210527,-46.0,26.5
447,63.157894736842096,-46.0,26.5
448,68.42105263157892,-46.0,26.5
449,73.68421052631574,-46.0,26.5
450,78.94736842105256,-46.0,26.5
451,84.21052631578938,-46.0,26.5
452,89.47368421052622,-46.0,26.5
453,94.73684210526312,-46.0,26.5
454,100.0,-46.0,29.5
455,5.263157894736841,-17.0,26.5
456,10.526315789473681,-17.0,26.5
457,15.789473684210524,-17.0,26.5
458,21.052631578947363,-17.0,26.5
459,26.315789473684212,-17.0,26.5
460,31.578947368421073,-17.0,26.5
461,36.842105263157926,-17.0,26.5
462,42.10526315789478,-17.0,26.5
463,47.36842105263162,-17.0,26.5
464,52.63157894736844,-17.0,26.5
465,57.89473684210527,-17.0,26.5
466,63.157894736842096,-17.0,26.5
467,68.42105263157892,-17.0,26.5
468,73.68421052631574,-17.0,26.5
469,78.94736842105256,-17.0,26.5
470,84.21052631578938,-17.0,26.5
471,89.47368421052622,-17.0,26.5
472,94.73684210526312,-17.0,26.5
473,100.0,-41.16666666666668,26.5
474,100.0,-36.33333333333336,26.5
475,100.0,-31.500000000000025,26.5
476,100.0,-26.666666666666682,26.5
477,100.0,-21.833333333333343,26.5
478,5.263157894736841,-9.5,19.0
479,10.526315789473681,-9.5,19.0
480,15.789473684210524,-9.5,19.0
481,21.052631578947363,-9.5,19.0
482,26.315789473684212,-9.5,19.0
483,31.578947368421073,-9.5,19.0
484,36.842105263157926,-9.5,19.0
485,42.10526315789478,-9.5,19.0
486,47.36842105263162,-9.5,19.0
487,52.63157894736844,-9.5,19.0
488,57.89473684210527,-9.5,19.0
489,63.157894736842096,-9.5,19.0
490,68.42105263157892,-9.5,19.0
491,73.68421052631574,-9.5,19.0
492,78.94736842105256,-9.5,19.0
493,84.21052631578938,-9.5,19.0
494,89.47368421052622,-9.5,19.0
495,94.73684210526312,-9.5,19.0
496,100.0,-13.249999999999993,22.749999999999993
497,5.263157894736841,-9.5,-19.0
498,10.526315789473681,-9.5,-19.0
499,15.789473684210524,-9.5,-19.0
500,21.052631578947363,-9.5,-19.0
501,26.315789473684212,-9.5,-19.0
502,31.578947368421073,-9.5,-19.0
503,36.842105263157926,-9.5,-19.0
504,42.10526315789478,-9.5,-19.0
505,47.36842105263162,-9.5,-19.0
506,52.63157894736844,-9.5,-19.0
507,57.89473684210527,-9.5,-19.0
508,63.157894736842096,-9.5,-19.0
509,68.42105263157892,-9.5,-19.0
510,73.68421052631574,-9.5,-19.0
511,78.94736842105256,-9.5,-19.0
512,84.21052631578938,-9.5,-19.0
513,89.47368421052622,-9.5,-19.0
514,94.73684210526312,-9.5,-19.0
515,100.0,-9.5,13.571428571428575
516,100.0,-9.5,8.14285714285715
517,100.0,-9.5,2.7142857142857437
518,100.0,-9.5,-2.7142857142856585
519,100.0,-9.5,-8.142857142857107
520,100.0,-9.5,-13.571428571428555
521,5.263157894736841,-17.0,-26.5
522,10.526315789473681,-17.0,-26.5
523,15.789473684210524,-17.0,-26.5
524,21.052631578947363,-17.0,-26.5
525,26.315789473684212,-17.0,-26.5
526,31.578947368421073,-17.0,-26.5
527,36.842105263157926,-17.0,-26.5
528,42.10526315789478,-17.0,-26.5
529,47.36842105263162,-17.0,-26.5
530,52.63157894736844,-17.0,-26.5
531,57.89473684210527,-17.0,-26.5
532,63.157894736842096,-17.0,-26.5
533,68.42105263157892,-17.0,-26.5
534,73.68421052631574,-17.0,-26.5
535,78.94736842105256,-17.0,-26.5
536,84.21052631578938,-17.0,-26.5
537,89.47368421052622,-17.0,-26.5
538,94.73684210526312,-17.0,-26.5
539,100.0,-13.250000000000007,-22.750000000000007
540,5.263157894736841,-46.0,-26.5
541,10.526315789473681,-46.0,-26.5
542,15.789473684210524,-46.0,-26.5
543,21.052631578947363,-46.0,-26.5
544,26.315789473684212,-46.0,-26.5
545,31.578947368421073,-46.0,-26.5
546,36.842105263157926,-46.0,-26.5
547,42.10526315789478,-46.0,-26.5
548,47.36842105263162,-46.0,-26.5
549,52.63157894736844,-46.0,-26.5
550,57.89473684210527,-46.0,-26.5
551,63.157894736842096,-46.0,-26.5
552,68.42105263157892,-46.0,-26.5
553,73.68421052631574,-46.0,-26.5
554,78.94736842105256,-46.0,-26.5
555,84.21052631578938,-46.0,-26.5
556,89.47368421052622,-46.0,-26.5
557,94.73684210526312,-46.0,-26.5
558,100.0,-21.833333333333325,-26.5
559,100.0,-26.666666666666643,-26.5
560,100.0,-31.499999999999975,-26.5
561,100.0,-36.333333333333314,-26.5
562,100.0,-41.16666666666666,-26.5
563,5.263157894736841,-46.0,-32.5
564,10.526315789473681,-46.0,-32.5
565,15.789473684210524,-46.0,-32.5
566,21.052631578947363,-46.0,-32.5
567,26.315789473684212,-46.0,-32.5
568,31.578947368421073,-46.0,-32.5
569,36.842105263157926,-46.0,-32.5
570,42.10526315789478,-46.0,-32.5
571,47.36842105263162,-46.0,-32.5
572,52.63157894736844,-46.0,-32.5
573,57.89473684210527,-46.0,-32.5
574,63.157894736842096,-46.0,-32.5
575,68.42105263157892,-46.0,-32.5
576,73.68421052631574,-46.0,-32.5
577,78.94736842105256,-46.0,-32.5
578,84.21052631578938,-46.0,-32.5
579,89.47368421052622,-46.0,-32.5
580,94.73684210526312,-46.0,-32.5
581,100.0,-46.0,-29.5
582,100.0,-40.75000000000001,-32.5
583,100.0,-35.50000000000001,-32.5
584,100.0,-30.250000000000007,-32.5
585,100.0,-25.000000000000004,-32.5
586,100.0,-19.750000000000004,-32.5
587,100.0,-14.5,-32.5
588,100.0,-9.25,-32.5
589,5.263157894736841,-4.0,-115.0
590,10.526315789473681,-4.0,-115.0
591,15.789473684210524,-4.0,-115.0
592,21.052631578947363,-4.0,-115.0
593,26.315789473684212,-4.0,-115.0
594,31.578947368421073,-4.0,-115.0
595,36.842105263157926,-4.0,-115.0
596,42.10526315789478,-4.0,-115.0
597,47.36842105263162,-4.0,-115.0
598,52.63157894736844,-4.0,-115.0
599,57.89473684210527,-4.0,-115.0
600,63.157894736842096,-4.0,-115.0
601,68.42105263157892,-4.0,-115.0
602,73.68421052631574,-4.0,-115.0
603,78.94736842105256,-4.0,-115.0
604,84.21052631578938,-4.0,-115.0
605,89.47368421052622,-4.0,-115.0
606,94.73684210526312,-4.0,-115.0
607,5.263157894736841,4.0,-115.0
608,10.526315789473681,4.0,-115.0
609,15.789473684210524,4.0,-115.0
610,21.052631578947363,4.0,-115.0
611,26.315789473684212,4.0,-115.0
612,31.578947368421073,4.0,-115.0
613,36.842105263157926,4.0,-115.0
614,42.10526315789478,4.0,-115.0
615,47.36842105263162,4.0,-115.0
616,52.63157894736844,4.0,-115.0
617,57.89473684210527,4.0,-115.0
618,63.157894736842096,4.0,-115.0
619,68.42105263157892,4.0,-115.0
620,73.68421052631574,4.0,-115.0
621,78.94736842105256,4.0,-115.0
622,84.21052631578938,4.0,-115.0
623,89.47368421052622,4.0,-115.0
624,94.73684210526312,4.0,-115.0
625,0.0,1.1546319456101628e-14,-115.0
626,100.0,1.1546319456101628e-14,-115.0
627,0.0,4.0,-109.5
628,0.0,4.0,-104.0
629,0.0,4.0,-98.5
630,0.0,4.0,-93.0
631,0.0,4.0,-87.5
632,0.0,4.0,-82.0
633,0.0,4.0,-76.5
634,0.0,4.0,-71.0
635,0.0,4.0,-65.5
636,0.0,4.0,-60.0
637,0.0,4.0,-54.5
638,0.0,4.0,-49.0
639,0.0,4.0,-43.5
640,0.0,4.0,-38.0
641,100.0,4.0,-109.5
642,100.0,4.0,-104.0
643,100.0,4.0,-98.5
644,100.0,4.0,-93.0
645,100.0,4.0,-87.5
646,100.0,4.0,-82.0
647,100.0,4.0,-76.5
648,100.0,4.0,-71.0
649,100.0,4.0,-65.5
650,100.0,4.0,-60.0
651,100.0,4.0,-54.5
652,100.0,4.0,-49.0
653,100.0,4.0,-43.5
654,100.0,4.0,-38.0
655,0.0,4.0,38.0
656,0.0,4.0,43.5
657,0.0,4.0,49.0
658,0.0,4.0,54.5
659,0.0,4.0,60.0
660,0.0,4.0,65.5
661,0.0,4.0,71.0
662,0.0,4.0,76.5
663,0.0,4.0,82.0
664,0.0,4.0,87.5
665,0.0,4.0,93.0
666,0.0,4.0,98.5
667,0.0,4.0,104.0
668,0.0,4.0,109.5
669,5.263157894736841,4.0,115.0
670,10.526315789473681,4.0,115.0
671,15.789473684210524,4.0,115.0
672,21.052631578947363,4.0,115.0
673,26.315789473684212,4.0,115.0
674,31.578947368421073,4.0,115.0
675,36.842105263157926,4.0,115.0
676,42.10526315789478,4.0,115.0
677,47.36842105263162,4.0,115.0
678,52.63157894736844,4.0,115.0
679,57.89473684210527,4.0,115.0
680,63.157894736842096,4.0,115.0
681,68.42105263157892,4.0,115.0
682,73.68421052631574,4.0,115.0
683,78.94736842105256,4.0,115.0
684,84.21052631578938,4.0,115.0
685,89.47368421052622,4.0,115.0
686,94.73684210526312,4.0,115.0
687,100.0,4.0,38.0
688,100.0,4.0,43.5
689,100.0,4.0,49.0
690,100.0,4.0,54.5
691,100.0,4.0,60.0
692,100.0,4.0,65.5
693,100.0,4.0,71.0
694,100.0,4.0,76.5
695,100.0,4.0,82.0
696,100.0,4.0,87.5
697,100.0,4.0,93.0
698,100.0,4.0,98.5
699,100.0,4.0,104.0
700,100.0,4.0,109.5
701,5.263157894736841,-4.0,115.0
702,10.526315789473681,-4.0,115.0
703,15.789473684210524,-4.0,115.0
704,21.052631578947363,-4.0,115.0
705,26.315789473684212,-4.0,115.0
706,31.578947368421073,-4.0,115.0
707,36.842105263157926,-4.0,115.0
708,42.10526315789478,-4.0,115.0
709,47.36842105263162,-4.0,115.0
710,52.63157894736844,-4.0,115.0
711,57.89473684210527,-4.0,115.0
712,63.157894736842096,-4.0,115.0
713,68.42105263157892,-4.0,115.0
714,73.68421052631574,-4.0,115.0
715,78.94736842105256,-4.0,115.0
716,84.21052631578938,-4.0,115.0
717,89.47368421052622,-4.0,115.0
718,94.73684210526312,-4.0,115.0
719,0.0,-1.1546319456101628e-14,115.0
720,100.0,-1.1546319456101628e-14,115.0
721,0.0,-4.0,109.5
722,0.0,-4.0,104.0
723,0.0,-4.0,98.5
724,0.0,-4.0,93.0
725,0.0,-4.0,87.5
726,0.0,-4.0,82.0
727,0.0,-4.0,76.5
728,0.0,-4.0,71.0
729,0.0,-4.0,65.5
730,0.0,-4.0,60.0
731,0.0,-4.0,54.5
732,0.0,-4.0,49.0
733,0.0,-4.0,43.5
734,0.0,-4.0,38.0
735,100.0,-4.0,109.5
736,100.0,-4.0,104.0
737,100.0,-4.0,98.5
738,100.0,-4.0,93.0
739,100.0,-4.0,87.5
740,100.0,-4.0,82.0
741,100.0,-4.0,76.5
742,100.0,-4.0,71.0
743,100.0,-4.0,65.5
744,100.0,-4.0,60.0
745,100.0,-4.0,54.5
746,100.0,-4.0,49.0
747,100.0,-4.0,43.5
748,100.0,-4.0,38.0
749,0.0,-4.0,-38.0
750,0.0,-4.0,-43.5
751,0.0,-4.0,-49.0
752,0.0,-4.0,-54.5
753,0.0,-4.0,-60.0
754,0.0,-4.0,-65.5
755,0.0,-4.0,-71.0
756,0.0,-4.0,-76.5
757,0.0,-4.0,-82.0
758,0.0,-4.0,-87.5
759,0.0,-4.0,-93.0
760,0.0,-4.0,-98.5
761,0.0,-4.0,-104.0
762,0.0,-4.0,-109.5
763,100.0,-4.0,-38.0
764,100.0,-4.0,-43.5
765,100.0,-4.0,-49.0
766,100.0,-4.0,-54.5
767,100.0,-4.0,-60.0
768,100.0,-4.0,-65.5
769,100.0,-4.0,-71.0
