NodeID,X,Y,Z
1280,42.16845641762366,36.65530884710547,26.5
1281,37.03156452895788,27.24137615724861,26.5
1282,34.340216425507734,31.85087215817282,26.5
1283,31.693745363073365,27.051950808844914,26.5
1284,29.06839144729326,31.695526741010276,26.5
1285,26.506048102529775,27.11241896422424,26.5
1286,23.81426427680694,31.75314695387216,26.5
1287,26.538642655706134,36.39033115328628,26.5
1288,21.17028027448242,26.94471705374083,26.5
1289,18.547730626289678,31.677183095895167,26.5
1290,15.994691758796739,26.991880253648855,26.5
1291,13.39030996020823,31.51453914344868,26.5
1292,11.062728392315215,26.662989822012488,26.5
1293,15.870015722222842,36.01741899900402,26.5
1294,10.942977279204396,36.13083407225951,26.5
1295,60.631239663471774,22.321475289284457,26.5
1296,50.05533334896729,22.10412268824907,26.5
1297,39.536484489507544,22.077853382742667,26.5
1298,13.226911912203203,40.88340888210116,26.5
1299,21.216921324428476,36.50831314161106,26.5
1300,28.99445897411431,22.127163345649414,26.5
1301,18.480628104517645,22.057075206067104,26.5
1302,89.15275016427762,36.73200297378315,26.5
1303,23.811974008434653,41.14732886034607,26.5
1304,84.32996511126836,28.16170654537558,26.5
1305,89.58635819236116,28.469928338665103,26.5
1306,82.13966375555103,23.022805112572748,26.5
1307,76.48058904186877,22.430974199568805,26.5
1308,71.07766582392925,41.39015481554961,26.5
1309,63.21601686740989,36.78852704094463,26.5
1310,60.536183332111904,41.39139961270352,26.5
1311,47.436125681256925,36.64550684479973,26.5
1312,31.657135276064736,36.29226354939041,26.5
1313,39.49623454914749,41.39317803990643,26.5
1314,44.76490208797987,41.346651910783365,26.5
1315,36.9131424172586,36.75852320691996,26.5
1316,52.69054952751105,36.76650985374446,26.5
1317,76.34202935899071,41.415842923602604,26.5
1318,73.81895577909222,27.376540930852826,26.5
1319,65.87378314902766,22.224365281431766,26.5
1320,3.8778756323409747,29.101909276971,26.5
1321,95.00694096136989,28.84933004016827,26.5
1322,55.262775833256875,41.402814056924484,26.5
1323,8.43305053319817,31.500000000000036,26.5
1324,91.78711626115928,21.374346244498717,26.5
1325,7.920360339665418,21.82763473212371,26.5
1326,96.27498283634421,38.59341980035617,26.5
1327,3.9510003916437144,38.697367378337624,26.5
1328,29.144995680944483,40.951705433652826,26.5
1329,91.5733412557999,32.59403392662189,26.5
1330,96.41415284332054,20.45579720312151,26.5
1331,3.4046982996633606,20.401531728012085,26.5
1332,96.59432209706623,42.57740733200255,26.5
1333,3.394446259269298,42.5481007665848,26.5
1334,91.86456270266109,25.618257571711915,26.5
1335,7.026797632286864,26.687844881142123,26.5
1336,6.9781820615356835,36.42192385666835,26.5
1337,93.11317427771196,36.41910100372858,26.5
1338,87.18173361864945,25.089653578679595,26.5
1339,60.526315789473685,13.306014867784725,22.806014867784725
1340,86.84392174166183,13.071023385915193,22.571023385915193
1341,50.00720635803578,13.438361392855946,22.938361392855946
1342,71.05263157894731,13.306014867784732,22.806014867784732
1343,39.48780867227643,13.245654693991893,22.745654693991895
1344,18.421052631578938,13.193985132215273,22.693985132215275
1345,7.89473684210526,12.723012819451549,22.223012819451547
1346,28.947368421052637,13.193985132215275,22.693985132215275
1347,76.31833254358978,13.191263768196272,22.691263768196272
1348,92.1052631578947,13.776987180548442,23.276987180548442
1349,55.264015794503,13.165628934277521,22.66562893427752
1350,23.684210526315784,13.231328377405092,22.73132837740509
1351,13.157894736842103,13.394933814810344,22.894933814810344
1352,34.212880392747834,13.239939971034529,22.739939971034527
1353,65.78947368421049,13.268671622594908,22.76867162259491
1354,81.58556973005281,13.33704199390089,22.83704199390089
1355,44.763594851571185,13.150994103288289,22.65099410328829
1356,3.466540787588772,14.24900774884523,23.74900774884523
1357,96.53345921241122,12.25099225115476,21.75099225115476
1358,96.93467219706572,14.82685679399531,24.32685679399531
1359,3.065327802934249,11.673143206004665,21.173143206004667
1360,49.925827878791935,9.5,14.438498003056006
1361,65.73149369776212,9.5,14.937627336128145
1362,24.016362875938654,9.5,14.694331671879745
1363,95.47428081585294,9.5,-0.14882028408405645
1364,76.24309711297946,9.5,-14.28557985809529
1365,39.47368421052635,9.5,-14.44197155902927
1366,60.69834003125969,9.5,-14.81228864993637
1367,18.501401491155903,9.5,-14.222219207143524
1368,4.69862397371328,9.5,-0.028545064610607795
1369,81.47226936936411,9.5,14.899243625570993
1370,34.34658354210232,9.5,14.82383554851404
1371,49.72810529119588,9.5,-14.764942200746674
1372,28.383810784191144,9.5,-14.009369635709952
1373,13.03126006012089,9.5,14.674579554225005
1374,87.03938942042811,9.5,-14.656001772385011
1375,95.78546078328874,9.5,10.761988761004083
1376,4.571197995102233,9.5,-10.629213742069016
1377,5.258514036270398,9.5,10.903214403590257
1378,94.9198567461785,9.5,-10.55296036050905
1379,4.662947438024229,9.5,-5.398646712520023
1380,9.346404460169357,9.5,-2.7335524320585805
1381,9.383939582097465,9.5,2.642894037866647
1382,13.993146291924834,9.5,-0.06694635163906781
1383,13.980429859256732,9.5,-5.415761235945254
1384,18.593598522410215,9.5,-2.749750967752014
1385,18.617490503657898,9.5,2.5693444568931696
1386,23.199616771108346,9.5,-0.11534945901400562
1387,23.1799917221513,9.5,-5.4143486841648105
1388,27.76003553050318,9.5,-2.8487891992343464
1389,27.79060760895536,9.5,2.4940014084138014
1390,32.35197562552063,9.5,-0.17354771291881477
1391,32.3335682006206,9.5,-5.438412356993979
1392,36.91083492272599,9.5,-2.817619132815988
1393,36.93438891810166,9.5,2.451939126144513
1394,41.48659322249675,9.5,-0.2017917407253904
1395,41.511334109135504,9.5,5.06628747487837
1396,46.060400444012004,9.5,2.411152266042272
1397,46.03646493324773,9.5,-2.855204836488923
1398,50.608554952727715,9.5,-0.24285459143206722
1399,50.681668633588956,9.5,4.937083038812402
1400,55.18825485397208,9.5,2.3543819411918534
1401,55.15737846342404,9.5,-2.898368088306462
1402,59.72874317880406,9.5,-0.2875097884598503
1403,59.75298466475662,9.5,4.977119013414221
1404,64.29930551100654,9.5,2.3256566490747588
1405,64.27488562832507,9.5,-2.938978829375664
1406,68.84807480202984,9.5,-0.32640280003911215
1407,68.82211642962233,9.5,-5.593154659600401
1408,73.39866620006978,9.5,-2.9884055577487203
1409,73.42517784816596,9.5,2.2913529467444
1410,77.9876496542808,9.5,-0.37884669086637146
1411,78.01102271207336,9.5,4.913891481760796
1412,82.58743919651342,9.5,2.2491502506072045
1413,82.56123332635619,9.5,-3.0608781648340937
1414,73.44744366382622,9.5,7.5654374934501245
1415,87.17035972607205,9.5,-0.4267859723038008
1416,87.13913405532034,9.5,4.897763555235581
1417,87.1692142185454,9.5,-6.123831820758241
1418,82.20037036095523,9.5,-8.39044450654442
1419,36.933757652019366,9.5,7.441015852344435
1420,41.8814133260143,9.5,10.370078801082784
1421,63.99408053294957,9.5,-7.794596014161385
1422,67.72634452269688,9.5,-10.45499935940851
1423,64.17592836699501,9.5,7.338590648579057
1424,59.75036874736456,9.5,10.050619572747621
1425,36.89298266166196,9.5,-9.003258134171215
1426,78.54232026269683,9.5,10.567895193030663
1427,73.57811231435534,9.5,12.88827832347477
1428,4.795060571758154,9.5,5.397032990027455
1429,9.749094776776431,9.5,7.637252153380997
1430,95.57802806415611,9.5,5.207681131919591
1431,95.5393695550692,9.5,-5.2732704012829785
1432,9.333763346289812,9.5,-8.066085514915365
1433,14.01112719132815,9.5,-10.748930965957687
1434,8.743138473654797,9.5,-13.944506332012331
1435,14.057261806756388,9.5,5.238091873839339
1436,18.615140988614783,9.5,7.869705154438556
1437,18.58564043395781,9.5,-8.04924855521547
1438,23.338869445468383,9.5,-10.96270870383497
1439,27.69816171503837,9.5,-8.47040432608399
1440,77.9670129164363,9.5,-5.595396476690588
1441,23.15821810313351,9.5,5.074718260322033
1442,27.47915341428064,9.5,7.326708357049418
1443,32.27884977527497,9.5,4.9226765046260095
1444,41.46459559718164,9.5,-5.468202349672861
1445,46.364485175176014,9.5,-7.628816572125402
1446,46.405476325328976,9.5,7.3336580301169345
1447,50.61909597008698,9.5,-5.454476775246857
1448,55.16680917225023,9.5,-8.073219873625522
1449,55.25868203840926,9.5,7.498454348819639
1450,55.2768823217381,9.5,13.535419468221033
1451,34.21052631578949,9.5,-14.441971559029255
1452,29.149711683321474,9.5,14.826111609839383
1453,44.62938960340908,9.5,-14.854409526327267
1454,55.19683425172059,9.5,-13.678070849306941
1455,59.62702898866755,9.5,-5.402796105876398
1456,82.83723948333162,9.5,7.343114376527641
1457,87.19852110881398,9.5,10.221650662654618
1458,68.84738844967067,9.5,4.897512986790073
1459,18.55363777379631,9.5,13.575013160253487
1460,81.79705612213026,9.5,-13.765909605447582
1461,73.43467559648633,9.5,-9.134391507052676
1462,68.45366643075526,9.5,10.58246535969757
1463,44.68366417607141,9.5,14.845299504234534
1464,8.097555027213112,9.5,15.040105155956782
1465,91.8843087152633,9.5,-14.569539665961152
1466,65.7017798884687,9.5,-14.85798019210673
1467,91.75838113973616,9.5,14.07492712503521
1468,89.72433455684542,9.5,-10.603346863364571
1469,39.485535003654086,9.5,14.953930986538984
1470,31.957086861527564,9.5,10.352468625670808
1471,60.779243672946066,9.5,14.743478793759163
1472,42.698926383431115,9.5,-10.513473244391196
1473,86.43802789766433,9.5,14.809458052484405
1474,50.9506660086536,9.5,9.774854048547102
1475,71.0669801877965,9.5,-14.53583662812354
1476,32.12522652921548,9.5,-10.179267908490658
1477,91.36289105717982,9.5,-2.7891260286512747
1478,91.30432893546966,9.5,2.383937184263541
1479,22.90396374335838,9.5,9.839486471300125
1480,14.27709736590862,9.5,10.0286170161427
1481,91.46064234779749,9.5,7.924658070018772
1482,78.32844242179752,9.5,-10.234344390766111
1483,59.394256016888036,9.5,-10.139322798421908
1484,51.000210694543554,9.5,-10.021528761400376
1485,13.521033881195738,9.5,-15.321695125640701
1486,77.24485617875693,9.5,15.271083428415285
1487,23.56584626086837,9.5,-15.487945882296088
1488,69.97370712015348,9.5,15.281674203860097
1489,3.884924175552221,9.5,15.14246181574509
1490,96.05838987853413,9.5,-15.015600959027026
1491,3.9585168293793283,9.5,-14.99920941395856
1492,96.19950496202277,9.5,15.152416136924629
1493,46.76940954297204,9.5,11.352477677407471
1494,37.05418055668382,9.5,11.684372065402542
1495,26.917288770349636,9.5,11.417746802797016
1496,85.61626310467612,9.5,-10.742835113105922
1497,63.69041802003129,9.5,11.480777604408996
1498,91.7237843016367,9.5,-6.999275902134126
1499,47.1919641929084,9.5,-11.637699085945727
1500,10.08270425325789,9.5,11.656753656659149
1501,83.41881388079753,9.5,11.391976578212015
1502,63.107610976525656,9.5,-11.753098828735304
1503,60.526315789473685,13.193985132215275,-22.693985132215275
1504,86.84392174166183,13.428976614084807,-22.928976614084807
1505,50.00720635803578,13.061638607144054,-22.561638607144054
1506,71.05263157894731,13.193985132215268,-22.693985132215268
1507,39.48780867227643,13.254345306008107,-22.754345306008105
1508,18.421052631578938,13.306014867784727,-22.806014867784725
1509,7.89473684210526,13.776987180548451,-23.276987180548453
1510,28.947368421052637,13.306014867784725,-22.806014867784725
1511,76.31833254358978,13.308736231803728,-22.808736231803728
1512,92.1052631578947,12.723012819451558,-22.223012819451558
1513,55.264015794503,13.334371065722479,-22.83437106572248
1514,23.684210526315784,13.268671622594908,-22.76867162259491
1515,13.157894736842103,13.105066185189656,-22.605066185189656
1516,34.212880392747834,13.260060028965471,-22.760060028965473
1517,65.78947368421049,13.231328377405092,-22.73132837740509
1518,81.58556973005281,13.16295800609911,-22.66295800609911
1519,44.763594851571185,13.349005896711711,-22.84900589671171
1520,3.466540787588772,12.25099225115477,-21.75099225115477
1521,96.53345921241122,14.24900774884524,-23.74900774884524
1522,96.93467219706572,11.67314320600469,-21.17314320600469
1523,3.065327802934249,14.826856793995335,-24.326856793995333
1524,50.01491166932476,21.614082267111463,-26.5
1525,65.79439499715109,21.613703260242158,-26.5
1526,81.58579035790603,21.558658157771717,-26.5
1527,18.471446846000283,21.695254601172508,-26.5
1528,34.2105263157895,21.558028440970737,-26.5
1529,55.337293814837174,40.87479563046547,-26.5
1530,71.12475411934204,40.91633371099436,-26.5
1531,44.781800219011615,40.91695964646628,-26.5
1532,86.85262907472945,41.994457372061476,-26.5
1533,13.290115126505132,41.06949337618804,-26.5
1534,23.729557339216566,41.03029384723108,-26.5
1535,34.25568352510886,40.97344591800285,-26.5
1536,95.81421054837521,29.083333333333307,-26.5
1537,3.938910760590794,29.06856824611081,-26.5
1538,95.96418206292495,38.86120217477455,-26.5
1539,3.8399732639145405,38.65330942539662,-26.5
1540,92.2965946461001,21.83226259351154,-26.5
1541,7.758073009965937,22.123530212080272,-26.5
1542,86.88294278862702,21.581213235047237,-26.5
1543,84.25716506144285,26.07530712686397,-26.5
1544,79.00579567846418,26.136851643572292,-26.5
1545,81.68410990978512,30.646141299729397,-26.5
1546,76.43275031461982,30.716279856613085,-26.5
1547,79.12596167416362,35.22178366300224,-26.5
1548,86.81233264546991,30.639126038620454,-26.5
1549,73.75134534627662,26.19958747258996,-26.5
1550,71.17728617360093,30.782093394543548,-26.5
1551,68.49155781197972,26.226650482909854,-26.5
1552,65.91752532107589,30.814148829242377,-26.5
1553,68.5723933509582,35.53523798929863,-26.5
1554,63.33536439197295,35.5237119004009,-26.5
1555,60.65511498438478,30.893196930948108,-26.5
1556,58.05270041637836,35.70818644476387,-26.5
1557,55.388968307916414,30.946741425858256,-26.5
1558,57.950270740753595,26.30230966398882,-26.5
1559,52.744751238955246,35.76742381482184,-26.5
1560,50.118236854796926,31.008400176993323,-26.5
1561,47.46815482099966,35.816084778752014,-26.5
1562,44.852636579437736,31.13008691567751,-26.5
1563,42.20249024291424,35.88385029632352,-26.5
1564,39.587983008333,31.12745880200194,-26.5
1565,42.16845641762366,26.34469115289453,-26.5
1566,37.03156452895788,35.75862384275139,-26.5
1567,34.340216425507734,31.14912784182718,-26.5
1568,31.693745363073365,35.948049191155086,-26.5
1569,29.06839144729326,31.304473258989724,-26.5
1570,26.506048102529775,35.88758103577576,-26.5
1571,23.81426427680694,31.24685304612784,-26.5
1572,26.538642655706134,26.609668846713717,-26.5
1573,21.17028027448242,36.05528294625917,-26.5
1574,18.547730626289678,31.322816904104833,-26.5
1575,15.994691758796739,36.00811974635114,-26.5
1576,13.39030996020823,31.48546085655132,-26.5
1577,11.062728392315215,36.337010177987516,-26.5
1578,15.870015722222842,26.98258100099598,-26.5
1579,10.942977279204394,26.869165927740493,-26.5
1580,60.631239663471774,40.67852471071554,-26.5
1581,50.05533334896729,40.89587731175093,-26.5
1582,39.536484489507544,40.92214661725733,-26.5
1583,13.226911912203203,22.116591117898842,-26.5
1584,21.216921324428476,26.491686858388938,-26.5
1585,28.99445897411431,40.872836654350586,-26.5
1586,18.480628104517645,40.942924793932896,-26.5
1587,89.15275016427763,26.26799702621686,-26.5
1588,23.811974008434653,21.85267113965393,-26.5
1589,84.32996511126836,34.83829345462442,-26.5
1590,89.58635819236116,34.530071661334915,-26.5
1591,82.13966375555104,39.97719488742725,-26.5
1592,76.48058904186877,40.56902580043119,-26.5
1593,71.07766582392925,21.609845184450396,-26.5
1594,63.21601686740989,26.211472959055367,-26.5
1595,60.536183332111904,21.608600387296477,-26.5
1596,47.436125681256925,26.354493155200267,-26.5
1597,31.657135276064736,26.70773645060959,-26.5
1598,39.49623454914749,21.60682196009357,-26.5
1599,44.76490208797987,21.653348089216635,-26.5
1600,36.9131424172586,26.24147679308004,-26.5
1601,52.69054952751105,26.23349014625554,-26.5
1602,76.34202935899071,21.584157076397396,-26.5
1603,73.81895577909222,35.623459069147174,-26.5
1604,65.87378314902766,40.775634718568234,-26.5
1605,3.8778756323409747,33.898090723029,-26.5
1606,95.0069409613699,34.15066995983176,-26.5
1607,55.262775833256875,21.59718594307552,-26.5
1608,8.433050533198172,31.49999999999997,-26.5
1609,91.78711626115924,41.625653755501304,-26.5
1610,7.920360339665418,41.172365267876295,-26.5
1611,96.27498283634421,24.406580199643827,-26.5
1612,3.9510003916437144,24.30263262166238,-26.5
1613,29.144995680944483,22.048294566347174,-26.5
1614,91.57334125579992,30.405966073378153,-26.5
1615,3.4046982996633606,42.59846827198792,-26.5
1616,96.4141528433206,42.544202796878565,-26.5
1617,96.59432209706623,20.422592667997453,-26.5
1618,3.394446259269298,20.451899233415197,-26.5
1619,91.86456270266109,37.3817424282881,-26.5
1620,7.026797632286864,36.31215511885788,-26.5
1621,6.978182061535682,26.578076143331653,-26.5
1622,93.11317427771196,26.580898996271422,-26.5
1623,87.18173361864949,37.9103464213204,-26.5
1624,92.1052631578947,46.0,-29.5
1625,96.92982456140348,46.0,-29.5
1626,86.84210526315779,46.0,-29.5
1627,55.26315789473685,46.0,-29.5
1628,60.526315789473685,46.0,-29.5
1629,44.7368421052632,46.0,-29.5
1630,50.00000000000002,46.0,-29.5
1631,65.7894736842105,46.0,-29.5
1632,71.05263157894733,46.0,-29.5
1633,76.31578947368413,46.0,-29.5
1634,81.57894736842098,46.0,-29.5
1635,39.47368421052635,46.0,-29.5
1636,13.1578947368421,46.0,-29.5
1637,18.421052631578938,46.0,-29.5
1638,23.684210526315788,46.0,-29.5
1639,7.894736842105261,46.0,-29.5
1640,3.07017543859649,46.0,-29.5
1641,28.947368421052637,46.0,-29.5
1642,34.21052631578951,46.0,-29.5
1643,50.000106122627415,41.44203848664521,-32.5
1644,65.79159085843852,41.44032153410322,-32.5
1645,23.687029530534222,41.43919641711971,-32.5
1646,76.2566862793172,8.719345041782091,-32.5
1647,39.31336129405256,8.415430577435849,-32.5
1648,60.52628981758898,8.558034444465598,-32.5
1649,23.547590482030405,8.055616734550128,-32.5
1650,81.58015480896786,41.44266117513305,-32.5
1651,95.27063594777833,21.981186796263017,-32.5
1652,4.736885241410599,21.970961355503256,-32.5
1653,39.47368781531175,41.441971734373,-32.5
1654,50.00000000000003,8.252242154850777,-32.5
1655,13.160540574834197,41.433628134408295,-32.5
1656,95.28763222249736,33.323310608532104,-32.5
1657,13.171156181965822,8.393493470825575,-32.5
1658,86.82935065365021,8.39605049638726,-32.5
1659,4.715235287639694,33.31344629070607,-32.5
1660,5.088125526896778,11.831219195572949,-32.5
1661,94.91595410878169,11.840261752994564,-32.5
1662,92.08348366024748,41.54501834993914,-32.5
1663,86.83890096459834,41.46015761547652,-32.5
1664,84.21157216204448,36.88930611372048,-32.5
1665,78.9507527086534,36.88579923298155,-32.5
1666,81.58298649496635,32.33013561189233,-32.5
1667,76.32255576010965,32.32819845103757,-32.5
1668,78.9547326413022,27.772884702162123,-32.5
1669,73.6939867779804,27.771180159415607,-32.5
1670,76.32615884514475,23.21639783755014,-32.5
1671,71.06498821523894,23.214185970678297,-32.5
1672,68.43271030121142,27.76955048675157,-32.5
1673,65.80317743039554,23.518674075611948,-32.5
1674,63.17066220683792,27.818807511946893,-32.5
1675,60.478949837052824,23.071557493759286,-32.5
1676,57.89792497679595,27.751429525572195,-32.5
1677,55.06994983943287,23.295742504183657,-32.5
1678,52.60912003619006,27.77661372113279,-32.5
1679,49.97492990617265,23.222671787017646,-32.5
1680,47.38277837373588,27.762933594475705,-32.5
1681,44.74604383972678,23.20695082083502,-32.5
1682,42.11646641073335,27.762910584756046,-32.5
1683,39.48812328057837,23.2030795544842,-32.5
1684,36.85262312163241,27.760438987516984,-32.5
1685,34.22576496336732,23.20081336991533,-32.5
1686,31.593619236329857,27.757541929484137,-32.5
1687,28.963552849530068,23.199075555438363,-32.5
1688,26.330708977688218,27.755347778212172,-32.5
1689,23.700926290407676,23.197301659096883,-32.5
1690,21.068411075172612,27.752939975319922,-32.5
1691,18.43951875364975,23.195834356082266,-32.5
1692,81.58664968364297,23.218014929247158,-32.5
1693,68.34873814290508,18.754566306738056,-32.5
1694,31.59657423090254,18.64212664686203,-32.5
1695,15.807536163646388,27.75111758471943,-32.5
1696,28.960486585495392,32.31436907871513,-32.5
1697,55.26434596753849,32.32327863101022,-32.5
1698,18.43593706568874,32.307588001088234,-32.5
1699,44.743326049910884,32.323385340914925,-32.5
1700,78.95818886070175,18.661967705898796,-32.5
1701,84.21803566260228,18.664538549808224,-32.5
1702,52.27088760394922,18.317875485214877,-32.5
1703,42.12149465060013,18.645919502920727,-32.5
1704,21.071678448603738,18.6403860895557,-32.5
1705,15.81096575892449,18.63888053549377,-32.5
1706,86.70174099112552,23.302740895082234,-32.5
1707,73.68986135073615,36.883061534934185,-32.5
1708,65.79895793241843,32.33326710813416,-32.5
1709,86.69253316282956,32.24347626285521,-32.5
1710,13.324536272813036,32.21952498740573,-32.5
1711,81.590402469507,14.107971201012766,-32.5
1712,18.442290637285193,14.0838343643197,-32.5
1713,10.74047495191483,27.71149855190106,-32.5
1714,90.1805871075559,19.050593093164494,-32.5
1715,76.15060351361866,14.267264238471036,-32.5
1716,23.702331513422003,14.242278315563752,-32.5
1717,13.216814995636655,14.317155060960662,-32.5
1718,9.823578900713207,19.049922809899346,-32.5
1719,15.824901297683397,36.85185483590156,-32.5
1720,9.731489392753387,36.41031502354547,-32.5
1721,7.857530129174492,41.52640154457465,-32.5
1722,21.06588063586755,36.87082087277132,-32.5
1723,84.21560038832715,27.772622846213643,-32.5
1724,89.25032205838956,27.745265862930687,-32.5
1725,13.179049705777132,23.194980070278582,-32.5
1726,18.421052631578945,41.42703677357269,-32.5
1727,26.32751758519101,36.885257586976785,-32.5
1728,90.2732663484462,36.44844219955039,-32.5
1729,86.84999463693713,14.112402273800146,-32.5
1730,18.4149376931548,8.37191004384173,-32.5
1731,81.57894736842096,8.558028440970737,-32.5
1732,76.31784568353916,41.44140076934035,-32.5
1733,71.05604680212613,41.44064554391551,-32.5
1734,36.859125024258816,18.64385585013217,-32.5
1735,34.0326287743123,14.198571285957058,-32.5
1736,28.93315977419362,14.43751465824344,-32.5
1737,31.501474314089336,9.605855726591372,-32.5
1738,39.37910178927771,13.86262707493372,-32.5
1739,44.53643488505253,14.756829018186963,-32.5
1740,55.263153566089414,8.507065060533215,-32.5
1741,57.89472400520725,12.801904445841075,-32.5
1742,62.96385624327386,12.951663939883915,-32.5
1743,60.431410923922535,17.59119543015342,-32.5
1744,65.75703042061352,8.53064250007774,-32.5
1745,68.15466685154223,13.35767203072092,-32.5
1746,70.79913826506119,8.508738622448213,-32.5
1747,52.414073789882195,12.824613615916455,-32.5
1748,55.263487905660725,41.442180005951364,-32.5
1749,52.63439072055964,36.882859696121166,-32.5
1750,60.527035977507765,41.441924345412076,-32.5
1751,63.16400833620425,36.88366325572562,-32.5
1752,44.72492559819097,8.212202272194595,-32.5
1753,44.73696651579272,41.442044013218585,-32.5
1754,42.106473228097,36.883600228046504,-32.5
1755,36.84211698862959,36.8839498877627,-32.5
1756,39.479683236791715,32.32116119832458,-32.5
1757,34.211610007274366,41.440469272488635,-32.5
1758,47.081327215343705,18.8202967697446,-32.5
1759,47.37232816585863,36.8823670201893,-32.5
1760,94.60675448665553,27.689645491594117,-32.5
1761,95.35537851080282,16.984544897497866,-32.5
1762,23.69815698751725,32.31438721551393,-32.5
1763,26.328037184509938,18.7264471541267,-32.5
1764,71.0616319807674,32.327391194231396,-32.5
1765,5.396812811478464,27.67489640958757,-32.5
1766,4.6910636211917,16.919159350181474,-32.5
1767,50.00675832796082,32.322807678188354,-32.5
1768,73.6529011126751,19.008821920633746,-32.5
1769,57.89856236886868,36.88270118318556,-32.5
1770,60.53241029811062,32.33219120259578,-32.5
1771,68.42931999070288,36.881964732968385,-32.5
1772,28.951054692029686,41.438949368942225,-32.5
1773,31.585315935907392,36.871507897042626,-32.5
1774,34.218974184131056,32.31816149647436,-32.5
1775,8.077626158968892,7.8913149412410775,-32.5
1776,91.92327874913151,7.897917395989047,-32.5
1777,95.622663262419,38.1671051423863,-32.5
1778,4.369635922929234,38.15533713079881,-32.5
1779,8.678404508401583,14.679922044785148,-32.5
1780,91.34606356876321,14.659594194054591,-32.5
1781,8.775360322258846,23.920451839433962,-32.5
1782,91.20200811830097,23.95388642780691,-32.5
1783,8.781709743319881,31.465936252629177,-32.5
1784,91.22210165576365,31.4900280850925,-32.5
1785,72.49602710999712,12.240159103157922,-32.5
1786,64.61440508775165,16.629852706449604,-32.5
1787,27.809703757468053,7.711509553572242,-32.5
1788,56.717360143986284,19.480387230868974,-32.5
1789,48.763927051425874,15.077717437552764,-32.5
1790,35.68540450093683,10.460529976710973,-32.5
1791,3.764659074542489,42.23387526792429,-32.5
1792,96.14487423155916,42.14838664554145,-32.5
1793,3.844562063170663,7.841023173736588,-32.5
1794,96.15543793682937,7.841023173736545,-32.5
1795,84.21666454023514,11.326149306513038,-32.5
1796,78.96147838402045,11.338414107728688,-32.5
1797,42.36987760880078,11.3253298990954,-32.5
1798,21.038385472004638,11.23942097245174,-32.5
1799,15.809337412936113,11.281327953285121,-32.5
1800,55.750681750917316,16.099520885559585,-32.5
1801,47.28330884524353,11.449032277859367,-32.5
1802,34.76319219603382,7.132068883330234,-32.5
1803,71.56291356108872,15.643654646950566,-32.5
1804,63.71762685375095,20.07916823745939,-32.5
1805,89.4284034797385,11.310168952815893,-32.5
1806,26.270078391428214,11.246162679558282,-32.5
1807,10.572439497569574,11.28215380731131,-32.5
1808,100.0,11.875,27.88541666666666
1809,100.0,11.875,-27.953366630131697
1810,100.0,8.406436977314009,-24.515497402223588
1811,100.0,8.407586177185959,24.503058568436842
1812,100.0,7.820517063115746,28.63293474395448
1813,100.0,7.813621863884039,-28.639617783209832
1814,100.0,38.37482782369145,-29.47249961738598
1815,100.0,43.048582415059684,-29.495416602897663
1816,100.0,38.37482782369147,29.472499617385978
1817,100.0,43.04858241505969,29.495416602897663
1818,100.0,33.50691574839301,-29.433205954749514
1819,100.0,33.50691574839303,29.433205954749514
1820,100.0,28.528930402509936,-29.415565189989113
1821,100.0,28.528930402509957,29.415565189989113
1822,100.0,24.303972490052026,-29.275964701926334
1823,100.0,24.303972490052043,29.275964701926327
1824,50.17878776154862,-4.0,28.131778621959235
1825,66.83549889629376,-4.0,-27.729373487745505
1826,34.72484969021737,-4.0,-27.463385896552136
1827,95.3173273575439,-4.0,2.7268965164230465
1828,4.25047577117544,-4.0,2.828528142964423
1829,34.8069980923241,-4.0,27.37225621183312
1830,65.80429418890719,-4.0,28.10853751275718
1831,49.46539886693393,-4.0,-27.457602066835854
1832,95.3090290628343,-4.0,-13.541666666666664
1833,4.165076780795647,-4.0,-13.24115923034525
1834,81.48630485915709,-4.0,27.688853664171802
1835,18.1028694138029,-4.0,27.28410766520495
1836,81.00022890059694,-4.0,-28.205181200466882
1837,18.379249698541106,-4.0,-28.352624950649112
1838,95.32229732949929,-4.0,13.551455403207939
1839,4.560559896957351,-4.0,13.611302212880616
1840,95.44628746240565,-4.0,24.171673245366932
1841,94.94425121038003,-4.0,-24.446905127986113
1842,4.554252206647938,-4.0,24.15585557783581
1843,4.18698381670904,-4.0,-24.236301303853978
1844,95.31552139539643,-4.0,18.947088283475892
1845,90.6505025291341,-4.0,16.268504852114795
1846,90.65345146745224,-4.0,10.878487235852624
1847,86.00808643100137,-4.0,13.574068046410595
1848,85.99483953168672,-4.0,8.21716945802914
1849,81.37107710579461,-4.0,10.902850677960345
1850,81.35542550276982,-4.0,5.562807009179274
1851,76.73788315762957,-4.0,8.2566305223692
1852,76.82917214128555,-4.0,2.692609623161374
1853,72.14025268267248,-4.0,5.568893135157651
1854,72.2350921637176,-4.0,0.010208864923775707
1855,67.54199155150371,-4.0,2.9143358779456747
1856,67.55094993432611,-4.0,-2.4821683186317998
1857,62.93646471168345,-4.0,0.2983574334943242
1858,62.92416204137993,-4.0,-4.989230674211669
1859,58.44417690811919,-4.0,-2.1752938060734053
1860,58.360832500452986,-4.0,3.0127082585511005
1861,53.78447226594295,-4.0,0.32343273913348014
1862,72.05621643978321,-4.0,-5.329184770007032
