Stop,Nazwa_Profilu,Input_Geo_tp,Input_Geo_bp,Input_Geo_b_otw,Res_Masa_kg_m,Calc_Fy,Calc_Fz,Input_Load_Fx,Res_UR,Status_Wymogow,Res_Max_VonMises,Res_Stab_M_cr,Calc_Nb_Rd,Res_Force_Mz_Ed,Res_Force_My_Ed,Res_Force_Ms_Ed,Res_Geo_Iy,Res_Geo_Iz,Res_Geo_It,Res_Geo_Iw,Res_Geo_Ys,Res_Geo_Delta_Ys,Raport_Etap,Input_UPE_hc,Input_UPE_bc,Input_UPE_twc,Input_UPE_tfc,Input_UPE_rc,Input_UPE_Ac,Input_UPE_Gc,Input_UPE_Icy,Input_UPE_Icz,Input_UPE_Wcy,Input_UPE_Wcz,Input_UPE_xc,Input_UPE_xsc,Input_UPE_Typ,Input_Load_F_promien,Input_Load_L,Input_Load_w_Ty,Input_Load_w_Tz,Input_Load_Re,Input_Load_E,Input_Load_G,Input_Load_rho,Input_Load_Edef,Input_Load_Typ,Input_Safety_gamma_M0,Input_Safety_gamma_M1,Input_Safety_alfa_imp,Res_Punkt_Krytyczny,Res_Klasa_Przekroju,Res_Geo_Acal,Res_Force_N_Ed,Res_Force_Mw_Ed,Res_Stab_N_cr_min,Res_Stab_N_cr_gs,Res_Stab_Chi_N,Res_Stab_Chi_LT,Res_Disp_U_y_max,Res_Disp_U_z_max,Res_Disp_Phi_rad,Res_Disp_Phi_deg,P1_Sigma_Total,P1_Tau_Total,P1_VonMises,P1_Omega,P2_Sigma_Total,P2_Tau_Total,P2_VonMises,P2_Omega,P3_Sigma_Total,P3_Tau_Total,P3_VonMises,P3_Omega,P4_Sigma_Total,P4_Tau_Total,P4_VonMises,P4_Omega,P5_Sigma_Total,P5_Tau_Total,P5_VonMises,P5_Omega,P6_Sigma_Total,P6_Tau_Total,P6_VonMises,P6_Omega
S355,UPN65,5,200.0,70.0,22.027,4800.0,4800.0,24000.0,0.9956875221925771,SPEŁNIA,1186.9553710072298,24232964357.81013,996130.0,10787358.51746258,528000.0,2271757.264563583,16910455.173333332,1940518.8287004037,20900.166666666664,18897434326.856316,-23.282763450746426,45.809491889805585,1_MIN_GEO_UPN65_tp5,65.0,42.0,5.5,6.0,7.5,903.0,7.09,575000.0,141000.0,17700.0,5070.0,14.2,20.1,UPN,450.0,110.0,0.2,0.2,355.0,210000.0,81000.0,7850.0,235.0,Stal,1.0,1.0,0.49,P6 (Koniec Dolnej Półki),1,2806.0,24000.0,249464221.73048982,58604084.022051394,58604084.022051394,1.0,1.0,0.1575394071620367,0.0005996853589691655,0.0002534549883997439,0.014521901131842565,116.67314946247502,543.4782652204328,948.5349219225018,0.0,132.6887751003922,547.1875350015773,956.9999511081229,-1350.4002801432928,146.03548176123627,607.1390244973963,1061.687217186016,-2454.2763450746424,9.773431597654941,608.3884670373556,1053.805058081135,-137.57590167917397,287.1477887836369,661.2708268673956,1180.8010721544078,3409.449757622323,332.70116643244825,657.8178538717738,1186.9553710072298,6953.048223064121
S355,UPN65,5,230.0,100.0,23.205,4800.0,4800.0,24000.0,0.9477249062976691,SPEŁNIA,1118.3588794722905,32397295266.453747,1049380.0,10814792.96346414,528000.0,2267480.4846606976,23701699.173333332,2013086.800857014,22150.166666666664,24106630836.567963,-22.391767637645387,43.775394159972855,2_MAX_GEO_UPN65_tp5,65.0,42.0,5.5,6.0,7.5,903.0,7.09,575000.0,141000.0,17700.0,5070.0,14.2,20.1,UPN,450.0,110.0,0.2,0.2,355.0,210000.0,81000.0,7850.0,235.0,Stal,1.0,1.0,0.49,P6 (Koniec Dolnej Półki),1,2956.0,24000.0,249066925.23228467,64033024.54471018,64033024.54471018,1.0,1.0,0.15225302707018473,0.00042785761083162835,0.00019838107306946532,0.011366398222156758,106.75897387996604,511.842759195348,892.9426123363271,0.0,122.02124979992348,516.1044225386819,902.2086844487224,-1634.5990375481133,132.16536413702846,572.1823957510003,999.8228670617292,-2701.0532783292197,8.756213068846414,573.2136443371402,992.8737671175039,-180.35886725803584,281.3274995776257,622.7865203053349,1114.7799386608465,4042.079055610706,316.70385952404143,619.2536498767672,1118.3588794722905,7550.705935388289
S355,UPN65,6,200.0,70.0,23.597,4800.0,4800.0,24000.0,0.9741353613449495,SPEŁNIA,943.067782302492,25072014160.75326,1067130.0,10816119.760479042,528000.0,2267916.2954134853,17577121.84,2062187.4251497006,26966.833333333332,19451179200.201405,-22.482561544476162,43.810904857849415,1_MIN_GEO_UPN65_tp6,65.0,42.0,5.5,6.0,7.5,903.0,7.09,575000.0,141000.0,17700.0,5070.0,14.2,20.1,UPN,450.0,110.0,0.2,0.2,355.0,210000.0,81000.0,7850.0,235.0,Stal,1.0,1.0,0.49,P6 (Koniec Dolnej Półki),1,3006.0,24000.0,248934117.92768088,63053451.68926739,63053451.68926739,1.0,1.0,0.14864642264679376,0.000576940438443953,0.0002456948454525707,0.014077277692551328,103.88257764389671,504.6012486627739,880.1470617993518,0.0,118.8286195914379,507.93994794180105,887.7664180286193,-1303.9885695796174,131.34675743396838,472.0796253588019,828.1482287158126,-2374.2561544476157,8.606894482052578,473.1754638354644,819.609136942937,-179.5947788629819,284.5495659540642,513.7432988086638,934.2189179721584,3483.9738339114692,328.82149079373045,510.3114307979423,943.067782302492,7035.414374532159
S355,UPN65,6,230.0,100.0,25.01,4800.0,4800.0,24000.0,0.927079199699423,SPEŁNIA,874.3894768972633,33594562913.9526,1131030.0,10845039.548022598,528000.0,2263490.50645162,24715615.84,2139983.02259887,29126.833333333332,24846044058.824104,-21.560522177420754,41.6838743431458,2_MAX_GEO_UPN65_tp6,65.0,42.0,5.5,6.0,7.5,903.0,7.09,575000.0,141000.0,17700.0,5070.0,14.2,20.1,UPN,450.0,110.0,0.2,0.2,355.0,210000.0,81000.0,7850.0,235.0,Stal,1.0,1.0,0.49,P6 (Koniec Dolnej Półki),1,3186.0,24000.0,248530862.21117276,68984524.23640424,68984524.23640424,1.0,1.0,0.14363195672002455,0.0004103054702986669,0.00019204789038042319,0.011003533583189331,94.44848324715883,466.2691231582465,813.1058981583942,0.0,108.63262554065828,470.0815835454307,821.4201926526985,-1573.918118951715,118.11247034988048,436.76484662327647,765.6638618804691,-2605.460050403387,7.610466124794856,437.6576877074976,758.0835534577024,-231.983115357099,278.6884522292979,474.88285703646255,868.4517471496628,4131.920604040264,313.0124223018323,471.37394242554717,874.3894768972633,7647.171099504029
S355,UPN65,8,200.0,70.0,26.737,4800.0,4800.0,24000.0,0.9367794181813616,SPEŁNIA,682.7232207664165,26700999764.15406,1209130.0,10863509.101585437,528000.0,2260934.609041517,18910455.173333332,2288794.519475436,46700.16666666666,20470841718.603474,-21.028043550316127,40.38183098425623,1_MIN_GEO_UPN65_tp8,65.0,42.0,5.5,6.0,7.5,903.0,7.09,575000.0,141000.0,17700.0,5070.0,14.2,20.1,UPN,450.0,110.0,0.2,0.2,355.0,210000.0,81000.0,7850.0,235.0,Stal,1.0,1.0,0.49,P2 (Koniec Nakładki),1,3406.0,24000.0,247823890.37563443,71651623.99253558,71651623.99253558,1.0,1.0,0.13452585861538827,0.0005362616757767255,0.00023235082935369058,0.013312721888330872,84.81421481452796,387.3107563284672,676.1821625403859,0.0,97.95982311176263,390.091813649719,682.7232207664165,-1219.6265259183353,109.08121951310761,276.1317358388851,490.55572472722633,-2228.8043550316124,6.909512046227622,277.0022476352847,479.83171731526426,-235.59849187423288,279.7335245873987,299.7015875740661,589.6727648122605,3619.995680175092,321.8912308564208,296.3060494223413,605.8100273807677,7192.846389525
S355,UPN65,8,230.0,100.0,28.621,4800.0,4800.0,24000.0,0.8914977517469429,SPEŁNIA,615.207601978676,35906620809.18866,1294330.0,10894084.476138232,528000.0,2256289.2753558233,26743449.173333332,2374053.6076065097,51820.16666666666,26191600206.604504,-20.060265699129893,38.140079193370156,2_MAX_GEO_UPN65_tp8,65.0,42.0,5.5,6.0,7.5,903.0,7.09,575000.0,141000.0,17700.0,5070.0,14.2,20.1,UPN,450.0,110.0,0.2,0.2,355.0,210000.0,81000.0,7850.0,235.0,Stal,1.0,1.0,0.49,P2 (Koniec Nakładki),1,3646.0,24000.0,247430700.5255093,78435859.51485775,78435859.51485775,1.0,1.0,0.13006568550872064,0.0003791938846491132,0.00018132979679874535,0.010389432056532935,76.38229970143222,348.3260545832528,608.1343409250007,0.0,88.77515535948133,351.4727895220591,615.207601978676,-1464.3993960364821,97.14990068313847,249.11451743578706,442.2807158293688,-2432.9305553999375,5.9779959450671765,249.8092234287739,432.72356160230106,-298.5862728897,273.8560932554797,269.92236519965985,541.8223043748658,4294.7046623818305,306.4748664748505,266.45460304079546,554.0045218458611,7829.57009107268
S355,UPE80,5,230.0,70.0,21.43,4800.0,4800.0,24000.0,0.7919683494438992,SPEŁNIA,1063.2913654054837,45573167589.635635,969150.0,10737670.329670329,528000.0,2362170.9235922256,21451095.133333333,2778577.60989011,28009.999999999996,52745520993.64878,-42.118942415046995,66.7160120121166,1_MIN_GEO_UPE80_tp5,80.0,50.0,4.0,7.0,10.0,790.0,6.2,787000.0,116000.0,19700.0,3230.0,13.9,18.2,UPE,450.0,110.0,0.2,0.2,355.0,210000.0,81000.0,7850.0,235.0,Stal,1.0,1.0,0.49,P6 (Koniec Dolnej Półki),1,2730.0,24000.0,259624349.13352364,87672977.41212976,87672977.41212976,1.0,1.0,0.10950807771139145,0.0004727475365672184,9.452200123464108e-05,0.0054157117418752905,86.26290215721127,421.6656414837961,735.4230265040716,0.0,98.1386625777267,424.9002922057555,742.4634482869536,-2737.7312569780547,108.18447730403881,349.8634377172567,615.5624714710591,-5018.6783777304045,1.2075334891196636,351.0079682173565,607.9648340104529,-2105.777489237307,234.50257464588674,597.6894462601276,1061.4563015158765,3363.7536462938288,262.5280389959986,594.8858592163635,1063.2913654054837,9297.462882216085
S355,UPE80,5,260.0,100.0,22.608,4800.0,4800.0,24000.0,0.7676686022877025,SPEŁNIA,1015.6138379376449,58640156297.18288,1022400.0,10768416.666666666,528000.0,2355465.698741147,28852485.13333333,2864915.798611111,29259.999999999996,64936617225.279915,-40.7220205710723,64.03799279329452,2_MAX_GEO_UPE80_tp5,80.0,50.0,4.0,7.0,10.0,790.0,6.2,787000.0,116000.0,19700.0,3230.0,13.9,18.2,UPE,450.0,110.0,0.2,0.2,355.0,210000.0,81000.0,7850.0,235.0,Stal,1.0,1.0,0.49,P6 (Koniec Dolnej Półki),1,2880.0,24000.0,258919751.0272394,95113147.77776147,95113147.77776147,1.0,1.0,0.10651708518158565,0.0003514758723239587,7.657014349286972e-05,0.004387146058852539,79.30488067597004,402.5061002633539,701.6571430169219,0.0,90.83045352874913,406.163627982062,709.3354984595729,-3257.761645685784,98.76830857719582,334.1770913147471,587.1781363929985,-5468.862674239399,1.2803611849073047,335.12900795918097,580.4618809636669,-2356.3422442083656,232.1795746317452,570.43094563074,1014.9294291110682,4003.21331134719,254.69311408102863,567.6274850786506,1015.6138379376449,9869.87029875866
S355,UPE80,6,230.0,70.0,23.236,4800.0,4800.0,24000.0,0.7779839893547855,SPEŁNIA,863.3801422777341,47242865861.86835,1050800.0,10777135.135135135,528000.0,2352229.8751827967,22465011.799999997,2940153.378378378,34986.666666666664,54111259746.16449,-40.04789066308264,63.00059336578534,1_MIN_GEO_UPE80_tp6,80.0,50.0,4.0,7.0,10.0,790.0,6.2,787000.0,116000.0,19700.0,3230.0,13.9,18.2,UPE,450.0,110.0,0.2,0.2,355.0,210000.0,81000.0,7850.0,235.0,Stal,1.0,1.0,0.49,P6 (Koniec Dolnej Półki),1,2960.0,24000.0,258485334.1782191,94572228.4057294,94572228.4057294,1.0,1.0,0.1038767764054894,0.0004514109527844709,9.17288038789156e-05,0.005255673322045119,76.02504649624134,403.3930807287571,702.8212720416681,0.0,86.93220800097545,406.2801192413629,709.0471173767319,-2603.112893100372,96.20530023202221,281.5447894045964,497.0491576447637,-4780.507426254504,0.9194451496673128,282.52900438106536,489.35545396884197,-2060.850834117527,233.37601620255938,477.9190116744159,860.0488998296137,3594.4937604770676,260.3471514944144,475.26996917129975,863.3801422777341,9476.792512305034
S355,UPE80,6,260.0,100.0,24.649,4800.0,4800.0,24000.0,0.7543473841051622,SPEŁNIA,812.9792810553437,60911311645.14378,1114700.0,10808713.375796178,528000.0,2345156.483524791,30317151.799999997,3030086.1146496814,37146.666666666664,66665732488.54332,-38.574267400998124,60.211210076157364,2_MAX_GEO_UPE80_tp6,80.0,50.0,4.0,7.0,10.0,790.0,6.2,787000.0,116000.0,19700.0,3230.0,13.9,18.2,UPE,450.0,110.0,0.2,0.2,355.0,210000.0,81000.0,7850.0,235.0,Stal,1.0,1.0,0.49,P6 (Koniec Dolnej Półki),1,3140.0,24000.0,257743825.09479085,102502174.34157993,102502174.34157993,1.0,1.0,0.10109396154744513,0.0003344955505006371,7.424293854729523e-05,0.004253807037409148,69.53849160117205,378.79411973659586,659.7655320303069,0.0,80.07612313843892,382.0427932919935,666.5450271481508,-3085.9413920798497,87.3735616389651,264.77264784008094,466.8488025112848,-5189.654762129756,0.9814043253608631,265.5819439557447,460.0024674068464,-2299.70367955706,231.02122745801907,448.7858254775887,810.9235222787731,4274.767658022558,252.65400412778678,446.13199303325007,812.9792810553437,10086.33249327047
